Leap Product,Company ObjectId,Account Name,Plan,Account ID,Agreement: Agreement #,Next Payment Due Date,Start Date,NAICS Code,Primary Classification,Current Number of Licenses,Current Monthly Cost Per License,Current Total Monthly Cost,Total Setup Fee,Total Paid-To-Date,Billing Zip/Postal Code,Billing City,Billing State/Province,Account Owner,Customer Success Manager,Current MRR,Consolidated Census Bands,Census Bands,# Of Potential Users,Current Leap Users,Current SalesPro Users,Current Leap MRR,Current SalesPro MRR
Leap,mFKg6Wyb8c,Smucker & Sons Exterior Improvements,Premium 2020,0011K00002AGLKK,2479,10/23/23,4/23/20,not found,Contractors - Roofing,9,94.05,846.45,0,"$27,558 ",17535,Kinzers,PA,Francesca Furnells,Francesca Furnells,846.45,1-9 employees,5-9 employees,6,0,9,0,846.45
Leap,OKkj9VRPhI,Window Works,Premium 2019,0011K00002ADIfd,1871,10/31/23,5/6/19,423310,Glass Products & Services,5,115.5,577.5,1500,"$26,940 ",37932,Knoxville,TN,Sydney Stansell,Sydney Stansell,577.5,1-9 employees,5-9 employees,10,0,5,0,577.5
Leap,Gt5vhfuV4B,Arrow Renovation,Enterprise 2021,0014100001DOB8e,2957,10/28/23,5/28/21,not found,Contractors - Roofing,4,120,480,0,"$26,549 ",66061,Olathe,KS,Corey Stroup Mishenko,Corey Stroup Mishenko,480,10-19 employees,10-19 employees,5,0,4,0,480
Leap,NExuCk4Fd2,Relief Windows,Enterprise 2021,0014100001SbZdr,3527,11/4/23,8/4/22,238170,Glass Products & Services,13,125,1625,0,"$26,289 ",70809-4138,BATON ROUGE,LA,Corey Stroup Mishenko,Corey Stroup Mishenko,1625,10-19 employees,10-19 employees,8,0,13,0,1625
Leap,WQbem2f6XZ,Lifetime Windows and Doors,Premium 2020,0011K00002J3Dsf,2685,10/29/23,9/29/20,238170,Glass Products & Services,7,95,665,505,"$26,068 ",,Portland,OR,Yesenia Romero,Yesenia Romero,665,10-19 employees,10-19 employees,14,0,7,0,665
Leap,7AvYMGOkAz,State Roofing,Enterprise 2021,0011K00002NEr0d,3584,10/30/23,9/2/22,not found,Contractors - Roofing,20,100,2000,0,"$26,000 ",98409,Olympia,WA,Colton Temanson,Colton Temanson,2000,50-249 employees,100-249 employees,30,0,20,0,2000
Leap,rIeQGnt6kO,ARC Contracting,Premium 2021,0011K00002AHAyt,3170,10/24/23,11/24/21,not found,Contractors - Building,12,99,1188,0,"$25,702 ",54956,NEENAH,WI,Colton Temanson,Colton Temanson,1188,10-19 employees,10-19 employees,,0,12,0,1188
Leap,tFob1BiBgi,Key Exteriors,Premium 2020,0011K00002LSJsX,2809,10/31/23,1/31/21,not found,Glass Products & Services,9,72,648,0,"$25,665 ",,,IN,Sydney Stansell,Sydney Stansell,648,10-19 employees,10-19 employees,,0,9,0,648
Leap,ozSQqlwz5E,Security Luebke Roofing,Enterprise 2021,0014100001VCKf5,5618,10/30/23,11/30/22,not found,Contractors - Roofing,30,95,2850,0,"$25,650 ",54915,Appleton,WI,Sydney Stansell,Sydney Stansell,2850,50-249 employees,50-99 employees,20,0,30,0,2850
Leap,hmdaKLfvHj,Integrity Roofing & Exteriors,Premium 2020,0011K00002ETGqi,2772,10/23/23,12/23/20,not found,Contractors - Building,4,80,320,0,"$25,632 ",62946,Harrisburg,IL,Christopher Cielo,Christopher Cielo,320,10-19 employees,10-19 employees,13,0,4,0,320
Leap,X2uiVkQc2L,Rose Remodeling,Enterprise 2021,0011K00002RW8DZ,3309,10/25/23,2/28/22,not found,Contractors - Building,17,90,1530,0,"$25,525 ",,,CA,Sydney Stansell,Sydney Stansell,1530,10-19 employees,10-19 employees,4,0,17,0,1530
Leap,iVImAEdTnB,Bath Fitter Inland Northwest,Enterprise 2021,0011K000025kRfl,2903,10/23/23,4/23/21,not found,Contractors - Building,6,125,750,0,"$25,516 ",99216,Spokane Valley,WA,Yesenia Romero,Yesenia Romero,750,250+ employees,500-999 employees,11,0,6,0,750
Leap,0PfgAt72CX,Koehler Homes Inc,Premium 2021,0011K00002RWGnG,3045,10/26/23,8/26/21,not found,,5,99,495,0,"$25,417 ",,,FL,Yesenia Romero,Yesenia Romero,495,10-19 employees,10-19 employees,,0,5,0,495
Leap,QL31dprG58,Reliable Roofing Systems,Premium 2019,0011K00002H4tND,2296,10/31/23,1/31/20,238160,Contractors - Roofing,6,103.95,623.7,1500,"$25,212 ",80909,Colorado Springs,CO,Corey Stroup Mishenko,Corey Stroup Mishenko,623.7,10-19 employees,10-19 employees,5,0,6,0,623.7
Leap,KliNgCKOdJ,"Bath Saver, dba Bath Fitter",SalesPro Enterprise 2023,0014100001PMmcy,6577,11/4/23,5/4/23,not found,Contractors - Building,64,68,4352,0,"$25,135 ",17339,Lewisberry,PA,Sydney Stansell,Sydney Stansell,4352,250+ employees,500-999 employees,32,0,64,0,4352
Leap,xckPr7yLIl,Blue Springs Siding and Window,Premium 2021,0011K00002Sk4mC,3216,10/31/23,12/23/21,not found,Glass Products & Services,13,99,1287,0,"$24,954 ",64075,Oak Grove,MO,Jordan Kahlenberg,Jordan Kahlenberg,1287,50-249 employees,50-99 employees,7,0,13,0,1287
Leap,d3MCsu0hQN,Pome-Granite Inc,Premium 2021,0011K00002ERf37,2967,10/10/23,6/10/21,not found,Home Improvement & Remodeling Services,13,70,910,0,"$24,802 ",,Grandville,MI,Sydney Stansell,Sydney Stansell,910,50-249 employees,100-249 employees,8,0,13,0,910
Leap,5zR7x1Y2Ax,River Valley Remodelers,Premium 2021,0011K00002Sib4v,3135,10/29/23,10/29/21,not found,Contractors - Building,20,84,1680,0,"$24,667 ",,,WI,Yesenia Romero,Yesenia Romero,1680,20-49 employees,20-49 employees,,0,20,0,1680
Leap,j2PNsweNmu,ReBath of Wilmington,Premium 2021,0011K00002ShHaw,3101,11/6/23,10/6/21,not found,Contractors - Building,1,90,90,0,"$24,450 ",28403,Wilmington,NC,Yesenia Romero,Yesenia Romero,90,50-249 employees,50-99 employees,12,0,1,0,90
Leap,MYSdbdyKuA,Re-Bath of the Triad,Premium 2019,0011K0000223CmX,1421,10/21/23,12/21/18,not found,Contractors - Building,8,55,440,2500,"$24,320 ",27408-4011,Greensboro,NC,Francesca Furnells,Francesca Furnells,440,50-249 employees,100-249 employees,5,0,8,0,440
Leap,e5NgyjKJNs,McVay Brothers Siding & Windows,Premium 2020,0014100001dK1NF,2740,10/25/23,11/25/20,238170,Contractors - Roofing,7,85.5,598.5,500,"$24,154 ",99206,Spokane Valley,WA,Christopher Cielo,Christopher Cielo,598.5,1-9 employees,5-9 employees,5,0,7,0,598.5
Leap,LDFnSdDTtX,Lifetime Windows and Siding,Enterprise 2021,0014100001VBCWv,5682,10/31/23,12/12/22,not found,Glass Products & Services,40,75,3000,0,"$24,000 ",80205,Denver,CO,Corey Stroup Mishenko,Corey Stroup Mishenko,3000,20-49 employees,20-49 employees,10,0,40,0,3000
Leap,ONkpHCMCg6,August Roofing Inc,Premium 2019,0014100001vCyjW,1369,10/28/23,9/28/18,not found,Contractors - Roofing,7,85.5,598.5,2000,"$23,885 ",93065,Simi Valley,CA,Christopher Cielo,Christopher Cielo,598.5,50-249 employees,50-99 employees,5,0,7,0,598.5
Leap,BRKRk6Nk8t,Renuity Concrete Coatings,Premium 2021,0011K00002YLXwH,3574,10/31/23,8/31/22,not found,Contractors - Building,24,99,2376,0,"$23,873 ",,,FL,Yesenia Romero,Yesenia Romero,2376,250+ employees,1000+ employees,,0,24,0,2376
Leap,bH0CsFif4p,CareFree Home Pros LLC,Premium 2021,0014100001V9mR3,2990,10/30/23,6/30/21,not found,Construction Supplies & Services,15,82,1230,0,"$23,794 ",6001,Avon,CT,Yesenia Romero,Yesenia Romero,1230,10-19 employees,10-19 employees,,0,15,0,1230
Leap,08jcdWqliw,RJK Roofing Solutions,Premium 2019,0014100001HMgkQ,1200,10/21/23,12/21/17,238160,Contractors - Roofing,5,85,425,2500,"$23,721 ",44094,Willoughby,OH,Colton Temanson,Colton Temanson,425,10-19 employees,10-19 employees,3,0,5,0,425
Leap,nhdZt3R5mh,Markin Co.,Premium 2019,0011K00002EQhyQ,2043,10/20/23,8/20/19,not found,,5,123.75,618.75,2000,"$23,044 ",49684,Traverse City,MI,Corey Stroup Mishenko,Corey Stroup Mishenko,618.75,1-9 employees,5-9 employees,5,0,5,0,618.75
Leap,zp1rlZ7p45,California Bath Systems LLC,Enterprise 2021,0011K00002FgQ2U,2899,10/22/23,4/22/21,not found,Contractors - Building,6,125,750,0,"$22,953 ",92020,El Cajon,CA,Yesenia Romero,Yesenia Romero,750,250+ employees,1000+ employees,1,0,6,0,750
Leap,SfCVJQbaWH,Mount Pleasant Window & Remodeling Co,Premium 2019,0014100000hJulO,1423,10/31/23,12/26/18,236118,Glass Products & Services,11,50,550,2000,"$22,808 ",15632,export,PA,Francesca Furnells,Francesca Furnells,550,10-19 employees,10-19 employees,3,0,11,0,550
Leap,evjM43S59E,Pace Windows & Doors,Premium 2019,0014100001vFeSR,1361,10/24/23,9/24/18,423310,Glass Products & Services,7,55,385,1500,"$22,634 ",14564,Victor,NY,Colton Temanson,Colton Temanson,385,1-9 employees,5-9 employees,10,0,7,0,385
Leap,DLdk41PT76,Armorvue Window and Door,Enterprise 2021,0011K00002XxGva,6225,11/1/23,3/1/23,423310,Glass Products & Services,37,79,2923,0,"$22,580 ",34241,Sarasota,FL,Jordan Kahlenberg,Jordan Kahlenberg,2923,50-249 employees,50-99 employees,,0,37,0,2923
Leap,9u3oJnc58L,Re-Bath Chicago,Premium 2020,0011K00002J37rK,2510,11/7/23,5/7/20,not found,Contractors - Building,11,60.5,665.5,0,"$22,574 ",,,IL,Sydney Stansell,Sydney Stansell,665.5,50-249 employees,100-249 employees,2,0,11,0,665.5
Leap,FzUK8BZg4r,At Your Service Plumbing,Premium 2021,0011K00002SiX2d,3143,10/30/23,11/30/21,not found,Contractors - Plumbers & Plumbing,7,99,693,0,"$22,374 ",98466,University Place,WA,Yesenia Romero,Yesenia Romero,693,1-9 employees,5-9 employees,,0,7,0,693
Leap,eGnSUWTwvi,Top Home Improvements,Premium 2021,0011K00002PR1DF,2940,10/17/23,5/17/21,not found,Contractors - Building,14,82,1148,0,"$21,856 ",49331,Lowell,MI,Yesenia Romero,Yesenia Romero,1148,10-19 employees,10-19 employees,7,0,14,0,1148
Leap,WXsWtiUIm6,Rosati Windows,Premium 2019,0014100001mbvk0,1338,10/22/23,8/22/18,not found,Glass Products & Services,13,85.5,1111.5,1500,"$21,718 ",43228,Columbus,OH,Jordan Kahlenberg,Jordan Kahlenberg,1111.5,50-249 employees,50-99 employees,14,0,13,0,1111.5
Leap,YTGBkk37qz,Custom Remodelers inc.,Premium 2019,0014100001PMem7,1415,11/6/23,12/6/18,not found,Contractors - Building,4,85.5,342,1500,"$21,636 ",55014,Lino Lakes,MN,Christopher Cielo,Christopher Cielo,342,50-249 employees,100-249 employees,40,0,4,0,342
Leap,HtqOzQY34C,Budget Waterproofing Inc,Premium 2019,0014100000phV7b,1135,10/11/23,9/11/17,not found,Home Improvement & Remodeling Services,3,85,255,2500,"$21,529 ",21090,Linthicum,MD,Christopher Cielo,Christopher Cielo,255,1-9 employees,1-4 employees,2,0,3,0,255
Leap,AuOWlVKBgm,Enhance Openings,Premium 2020,0011K00002H5sqs,2433,10/31/23,3/31/20,not found,Glass Products & Services,5,123.75,618.75,0,"$21,501 ",85741,Tucson,AZ,Christopher Cielo,Christopher Cielo,618.75,1-9 employees,5-9 employees,5,0,5,0,618.75
Leap,LS485Wopx5,Colorado Living,Enterprise 2021,0011K000027S7Pa,5706,10/15/23,12/15/22,not found,Contractors - Building,25,100,2500,1500,"$21,500 ",,,CO,Yesenia Romero,Yesenia Romero,2500,20-49 employees,20-49 employees,,0,25,0,2500
Leap,hnFLSpPeCK,Continental Siding Supply,Premium 2021,0011K00002RUK1O,3368,10/30/23,3/30/22,not found,Contractors - Siding,21,70,1470,0,"$21,335 ",64014,Blue Springs,MO,Sydney Stansell,Sydney Stansell,1470,20-49 employees,20-49 employees,15,0,21,0,1470
Leap,ALdr3EnY6Y,Window World of Long Island,Enterprise 2021,0011K00002WFi8M,3479,10/28/23,6/28/22,not found,Contractors - Siding,25,93.75,2343.75,0,"$21,094 ",,,NY,Yesenia Romero,Yesenia Romero,2343.75,20-49 employees,20-49 employees,,0,25,0,2343.75
Leap,87K0MVtu9p,Windows R Us Pgh,Premium 2020,0011K00002OkMGy,2824,10/18/23,2/18/21,238170,Glass Products & Services,3,95,285,0,"$20,962 ",,,PA,Christopher Cielo,Christopher Cielo,285,1-9 employees,1-4 employees,,0,3,0,285
Leap,G7ASM4dK6x,Concrete Coatings of the South,Enterprise 2021,0011K00002LTWTr,3246,10/14/23,1/21/22,not found,Contractors - Concrete,11,99,1089,0,"$20,904 ",30907,Martinez,GA,Sydney Stansell,Sydney Stansell,1089,10-19 employees,10-19 employees,,0,11,0,1089
Leap,xHCzvLXzWZ,Midwest Exteriors,Enterprise 2021,0011K00002SkLNh,3187,10/30/23,12/8/21,not found,,12,125,1500,0,"$20,852 ",,,CA,Yesenia Romero,Yesenia Romero,1500,10-19 employees,10-19 employees,,0,12,0,1500
Leap,RksT4N6HNJ,Americraft Siding & Windows,Enterprise 2021,00141000015hmgQ,3296,10/18/23,2/18/22,236118,Contractors - Siding,9,125,1125,0,"$20,691 ",78660,Pflugerville,TX,Sydney Stansell,Sydney Stansell,1125,1-9 employees,5-9 employees,6,0,9,0,1125
Leap,9OHv0T5Vl9,Superior Energy Solutions,Premium 2020,0011K000027SQD2,2715,10/30/23,10/30/20,not found,Contractors - Insulation,5,105,525,1500,"$20,550 ",,Baltimore,MD,Corey Stroup Mishenko,Corey Stroup Mishenko,525,1-9 employees,5-9 employees,0,0,5,0,525
Leap,eb514y3lVA,Stampede Coatings,Premium 2020,0011K00002LTPDh,2663,10/28/23,8/28/20,not found,Carpet & Flooring,7,112.5,787.5,1200,"$20,477 ",,,TX,Jordan Kahlenberg,Jordan Kahlenberg,787.5,1-9 employees,5-9 employees,2,0,7,0,787.5
Leap,7qyStlM5Pb,123 Roofing,Premium 2019,0011K00002H6IaA,2361,10/28/23,2/28/20,not found,Contractors - Roofing,3,115.5,346.5,0,"$20,384 ",L7L 6AE,Burlington,Ont.,Corey Stroup Mishenko,Corey Stroup Mishenko,346.5,1-9 employees,1-4 employees,5,0,3,0,346.5
Leap,5MNUjSd531,The Basement Doctor of WV,Premium 2020,0011K00002J44On,2546,11/4/23,6/4/20,not found,Home Improvement & Remodeling Services,5,94.5,472.5,1000,"$20,373 ",26105,Perkersberg,WV,Corey Stroup Mishenko,Corey Stroup Mishenko,472.5,10-19 employees,10-19 employees,5,0,5,0,472.5
Leap,HpzN8BBjSt,Statewide Windows & Doors,Premium 2021,0011K00002U4tKE,3347,10/30/23,3/21/22,423310,Glass Products & Services,17,89,1513,0,"$20,243 ",33404,West Palm Beach,FL,Yesenia Romero,Yesenia Romero,1513,10-19 employees,10-19 employees,,0,17,0,1513
Leap,Euc8Ida25I,Excel windows,Premium 2019,0011K00002ERhdf,2077,10/17/23,9/17/19,236118,Glass Products & Services,9,55,495,2000,"$20,233 ",60477,Tinley Park,IL,Francesca Furnells,Francesca Furnells,495,10-19 employees,10-19 employees,1,0,9,0,495
Leap,HTt8eKRR1f,"Morgan Exteriors, Inc",Premium 2021,0011K00002H4P0t,6122,10/13/23,2/13/23,not found,Construction Supplies & Services,50,60,3000,0,"$20,090 ",33549,Orlando,FL,Yesenia Romero,Yesenia Romero,3000,50-249 employees,50-99 employees,,0,50,0,3000
Leap,WkmDsZy9U1,Re-Bath of the Heartland,Premium 2019,0011K00002H4sS5,2282,10/27/23,1/27/20,not found,Contractors - Building,8,60.5,484,2000,"$20,025 ",68127,Omaha,NE,Francesca Furnells,Francesca Furnells,484,50-249 employees,50-99 employees,3,0,8,0,484
Leap,God09yHZGw,Green Star Home Remodeling,Premium 2019,0014100001gNzxw,2061,10/29/23,8/29/19,236118,Contractors - Building,2,103.95,207.9,2000,"$20,018 ",40299,Louisville,KY,Sydney Phillips,Sydney Phillips,207.9,10-19 employees,10-19 employees,2,0,2,0,207.9
Leap,qEQWFKTccO,Pacific Coast Re-Bath,Premium 2019,0011K00002H4nY2,2270,10/23/23,1/23/20,not found,Contractors - Building,7,60.5,423.5,2500,"$19,668 ",93036,Oxnard,CA,Francesca Furnells,Francesca Furnells,423.5,50-249 employees,100-249 employees,5,0,7,0,423.5
Leap,EDEcQ137j2,K&P Remodeling,Premium 2021,0011K00002YKaTX,3567,10/30/23,8/30/22,236118,Home Improvement & Remodeling Services,25,70,1750,1000,"$19,500 ",37932,KNOXVILLE,TN,Sydney Stansell,Sydney Stansell,1750,20-49 employees,20-49 employees,,0,25,0,1750
Leap,imgr6AEsBP,Nova Exteriors,Enterprise 2021,001410000211OmK,3582,11/1/23,9/1/22,not found,Contractors - Building,10,125,1250,0,"$19,400 ",22312,Alexandria,VA,Yesenia Romero,Yesenia Romero,1250,10-19 employees,10-19 employees,7,0,10,0,1250
Leap,e2cxBrN0Uo,"Mast Roofing & Construction, Inc.",Enterprise 2021,0011K000029iDyg,2983,10/28/23,6/28/21,not found,Contractors - Roofing,7,112,784,0,"$19,342 ",19547,Oley,PA,Sydney Stansell,Sydney Stansell,784,10-19 employees,10-19 employees,0,0,7,0,784
Leap,p8XeRw0Upc,Skyline Concrete Coating,Premium 2021,0011K00002R3XOV,2966,10/9/23,6/9/21,not found,Contractors - Concrete,8,99,792,0,"$19,228 ",22182,Vienna,VA,Jordan Kahlenberg,Jordan Kahlenberg,792,10-19 employees,10-19 employees,,0,8,0,792
Leap,1QIuGnq0hf,Rebath of South Florida,Premium 2019,0011K00002ESLLn,2131,10/18/23,10/18/19,not found,Contractors - Building,9,60.5,544.5,2000,"$19,154 ",33309,Fort Lauderdale,FL,Francesca Furnells,Francesca Furnells,544.5,10-19 employees,10-19 employees,2,0,9,0,544.5
Leap,xvPA4gmc9r,Great Lakes Home Remodeling,Premium 2021,0011K00002RX7gt,3063,10/13/23,9/13/21,not found,,13,99,1287,0,"$19,002 ",43560,Sylvania,Ohio,Sydney Stansell,Sydney Stansell,1287,10-19 employees,10-19 employees,,0,13,0,1287
Leap,gjQGtgElCr,L.I. Metal Systems,Premium 2020,0011K00002J4kYX,2803,10/29/23,1/29/21,not found,Contractors - Building,6,87.5,525,1500,"$18,850 ",90660,Pico Rivera,CA,Corey Stroup Mishenko,Corey Stroup Mishenko,525,1-9 employees,5-9 employees,,0,6,0,525
Leap,BQzHtLahmn,Plus Construction,Premium 2020,0011K00002O8MTu,2773,10/23/23,12/23/20,not found,Real Estate - Brokers & Agents,8,94.5,756,750,"$18,638 ",V3B 1A1,Coquitlam,BC,Yesenia Romero,Yesenia Romero,756,1-9 employees,1-4 employees,,0,8,0,756
Leap,10FsOYrLcF,American Quality Remodeling,Premium 2020,0014100001dKoUt,2804,10/29/23,1/29/21,not found,Contractors - Siding,5,105,525,1250,"$18,575 ",8016,Burlington,NJ,Christopher Cielo,Christopher Cielo,525,10-19 employees,10-19 employees,,0,5,0,525
Leap,43BEiAFIQG,Master Craftsmen Inc.,Premium 2020,0014100001dKjBJ,2747,10/30/23,11/30/20,not found,Glass Products & Services,5,105,525,700,"$18,550 ",89118,Las Vegas,NV,Christopher Cielo,Christopher Cielo,525,10-19 employees,10-19 employees,,0,5,0,525
Leap,zlP8NEy0pE,Gilkey Window Company,SalesPro Enterprise 2023,0011K00002bqJDs,6482,10/12/23,4/12/23,423310,,30,103,3090,0,"$18,540 ",,,OH,Sydney Stansell,Sydney Stansell,3090,20-49 employees,20-49 employees,30,0,30,0,3090
Leap,8RAyj4aCxe,Maryland Rebath,Premium 2020,0011K00002LStTg,2644,11/3/23,8/3/20,not found,,14,60.5,847,1000,"$18,497 ",21090-1434,Linthicum Hts,MD,Francesca Furnells,Francesca Furnells,847,10-19 employees,10-19 employees,5,0,14,0,847
Leap,WQ0osgNzyt,A Taylor Made Window,Premium 2021,0011K00002PQmNn,2926,11/5/23,5/5/21,423310,Glass Products & Services,5,99,495,0,"$18,475 ",,,CA,Colton Temanson,Colton Temanson,495,1-9 employees,5-9 employees,6,0,5,0,495
Leap,Bjo8exrD6N,Bath Planet of Arkansas,Premium 2019,0011K00002AGBW4,1891,10/20/23,5/20/19,not found,Contractors - Building,7,55,385,2000,"$18,255 ",71913,Hot Springs,AR,Sydney Stansell,Sydney Stansell,385,10-19 employees,10-19 employees,5,0,7,0,385
Leap,qlr8Xxb2q3,Focal Point Remodeling,Premium 2020,0011K00002POXbd,2851,10/15/23,3/15/21,236118,Contractors - Building,16,50,800,1000,"$18,182 ",17319,Goldsboro,PA,Jordan Kahlenberg,Jordan Kahlenberg,800,10-19 employees,10-19 employees,,0,16,0,800
Leap,P2AeYexbIq,Braymiller Builders,Premium 2021,0014100001aFCik,3048,10/31/23,8/31/21,not found,Glass Products & Services,14,89,1246,0,"$18,158 ",14075,Hamburg,NY,Jordan Kahlenberg,Jordan Kahlenberg,1246,10-19 employees,10-19 employees,,0,14,0,1246
Leap,lRTcexibPf,Burnett Windows & Siding,Enterprise 2021,0014100001SZum7,3494,10/11/23,7/11/22,238170,Glass Products & Services,11,112.5,1237.5,0,"$18,018 ",74133,Tulsa,OK,Yesenia Romero,Yesenia Romero,1237.5,10-19 employees,10-19 employees,5,0,11,0,1237.5
Leap,BVwH0vLz0M,The Men With Tools,Premium 2020,0014100001aEiGN,2831,10/24/23,2/24/21,not found,Glass Products & Services,8,89,712,0,"$17,900 ",10307,Staten Island,NY,Corey Stroup Mishenko,Corey Stroup Mishenko,712,1-9 employees,1-4 employees,,0,8,0,712
Leap,fZ8vi0UqSO,ABC Seamless of St. Cloud,Premium 2019,0014100001VAwuR,2196,10/22/23,11/22/19,not found,Contractors - Siding,3,123.75,371.25,0,"$17,845 ",56377,Sartell,MN,Christopher Cielo,Christopher Cielo,371.25,1-9 employees,1-4 employees,3,0,3,0,371.25
Leap,RLFuJPTJmf,Jericho Home Improvements,Premium 2019,0011K00002FgCF6,2173,10/15/23,11/15/19,not found,Contractors - Building,1,137.5,137.5,1250,"$17,748 ",,Kansas City,KS,Sydney Phillips,Sydney Phillips,137.5,50-249 employees,50-99 employees,5,0,1,0,137.5
Leap,gszTpXlGqJ,Four Seasons Sunrooms,Premium 2020,0011K000027T6Hu,2810,11/1/23,2/1/21,not found,Contractors - Building,2,99,198,1500,"$17,724 ",48103,Toronto,Ont.,Colton Temanson,Colton Temanson,198,10-19 employees,10-19 employees,,0,2,0,198
Leap,nbdq7P5fJw,Reynolds Culligan,Enterprise 2021,0011K00002RWtR4,3058,11/7/23,9/7/21,not found,,6,110,660,0,"$17,651 ",,West Reading,PA,Sydney Stansell,Sydney Stansell,660,1-9 employees,5-9 employees,200,0,6,0,660
Leap,q0mhahAWnz,US Home Exteriors,Premium 2020,0011K00002O985d,2845,10/10/23,3/10/21,not found,Contractors - Building,6,85,510,0,"$17,250 ",27215,Burlington,NC,Francesca Furnells,Francesca Furnells,510,10-19 employees,10-19 employees,5,0,6,0,510
Leap,V7uZna65dM,Roof Repair Specialist,Enterprise 2021,0011K00002U6hM3,3327,10/9/23,3/9/22,not found,Contractors - Roofing,13,112.5,1462.5,0,"$17,164 ",91104,Pasadena,CA,Yesenia Romero,Yesenia Romero,1462.5,10-19 employees,10-19 employees,,0,13,0,1462.5
Leap,RNCYYopTTj,Smart Coatings,Enterprise 2021,0011K00002H3dZL,2942,10/18/23,5/18/21,not found,Contractors - Concrete,1,125,125,0,"$17,125 ",,Mattoon,IL,Colton Temanson,Colton Temanson,125,10-19 employees,10-19 employees,3,0,1,0,125
Leap,Lwb9xDg0j6,Early Times Home Solutions,Premium 2019,0011K0000222lHE,1428,10/29/23,1/31/19,not found,Cleaning Services & Supplies,1,88,88,2000,"$17,099 ",60126,Elmhurst,IL,Sydney Phillips,Sydney Phillips,88,50-249 employees,100-249 employees,20,0,1,0,88
Leap,PkbY3tw91W,Atlas Building Solutions,Premium 2021,0011K00002CVHsg,2934,10/11/23,5/11/21,not found,Contractors - Building,5,99,495,1500,"$17,090 ",95650,Loomis,CA,Corey Stroup Mishenko,Corey Stroup Mishenko,495,1-9 employees,5-9 employees,,0,5,0,495
Leap,L19AclULpU,Peak Custom Remodeling Corporation,Enterprise 2021,0014100001aE7fa,3439,10/24/23,5/24/22,236118,Contractors - Building,10,100,1000,0,"$17,000 ",21244,Windsor Mill,MD,Sydney Stansell,Sydney Stansell,1000,10-19 employees,10-19 employees,11,0,10,0,1000
Leap,KJz5ibCsJC,Top Tier Kitchens & Baths,Premium 2019,0014100001dKkr0,1289,10/14/23,5/14/18,not found,Home Improvement & Remodeling Services,3,104.5,313.5,2500,"$16,992 ",65802,SPRINGFIELD,Missouri,Colton Temanson,Colton Temanson,313.5,1-9 employees,1-4 employees,3,0,3,0,313.5
Leap,tDQH5pY42k,Allmaster Home Services,Enterprise 2021,0014100000Yuscj,3504,10/18/23,7/18/22,not found,Contractors - Foundation,10,125,1250,0,"$16,736 ",21226,Baltimore,MD,Sydney Stansell,Sydney Stansell,1250,10-19 employees,10-19 employees,1,0,10,0,1250
Leap,VngqTql9qv,Signature Coatings,Premium 2019,0011K00002H3nVV,2290,10/30/23,1/30/20,not found,Carpet & Flooring,1,137.5,137.5,1500,"$16,636 ",45214,Cincinnati,OH,Francesca Furnells,Francesca Furnells,137.5,1-9 employees,1-4 employees,1,0,1,0,137.5
Leap,DTSeJ6svou,Home Performance Alliance,SalesPro Enterprise 2023,0014100001kX850,6969,10/23/23,8/23/23,not found,Glass Products & Services,93,90,8370,0,"$16,606 ",33716,Ft Meyers,FL,Colton Temanson,Colton Temanson,8370,250+ employees,250-499 employees,11,0,93,0,8370
Leap,f6Aa194VYO,Five Star Improvements,Enterprise 2021,0011K00002XuFND,3507,10/20/23,7/20/22,not found,Contractors - Building,10,100,1000,1500,"$16,500 ",14610,Rochester,NY,Colton Temanson,Colton Temanson,1000,10-19 employees,10-19 employees,,0,10,0,1000
Leap,xfgcmrpsh9,Storm Guard of Richardson,Premium 2019,0014100001SZLIi,1238,11/2/23,3/2/18,not found,Contractors - Building,1,104.5,104.5,2500,"$16,402 ",75081,Richardson,TX,Sydney Phillips,Sydney Phillips,104.5,1-9 employees,1-4 employees,3,0,1,0,104.5
Leap,LXjK4KZqED,Kingdom Contracting,Premium 2020,0011K00002OkPwL,2819,10/10/23,2/10/21,not found,Contractors - Roofing,5,99,495,0,"$16,360 ",53222,Milwaukee,WI,Corey Stroup Mishenko,Corey Stroup Mishenko,495,1-9 employees,5-9 employees,5,0,5,0,495
Leap,kIbZkQmkMs,The Remodeling Authority,Premium 2021,0011K00002SjbbG,3163,10/30/23,11/30/21,not found,Contractors - Building,12,99,1188,0,"$16,277 ",,,PA,Colton Temanson,Colton Temanson,1188,10-19 employees,10-19 employees,,0,12,0,1188
Leap,uvK2Yw3C4K,Bartlett Brainard Products,Premium 2019,0014100001PNRaT,1424,10/21/23,12/28/18,not found,Contractors - Building,3,85.5,256.5,2000,"$16,175 ",6110,West Hartford,CT,Colton Temanson,Colton Temanson,256.5,1-9 employees,1-4 employees,3,0,3,0,256.5
Leap,6thzp5bnF4,ABC Seamless of New Mexico,Premium 2020,0014100000pf3eU,2802,10/28/23,1/28/21,not found,Contractors - Siding,5,87.5,437.5,1250,"$16,116 ",87108,Albuquerque,NM,Sydney Stansell,Sydney Stansell,437.5,1-9 employees,5-9 employees,,0,5,0,437.5
Leap,PnJeiQlF4q,US Quality Construction,Premium 2021,0011K00002SjZIu,3159,10/17/23,11/17/21,not found,Contractors - Siding,12,89,1068,750,"$15,993 ",,,MO,Colton Temanson,Colton Temanson,1068,10-19 employees,10-19 employees,1,0,12,0,1068
